355.0-005.0   6   0.88  12.53
005.0-015.0   2   0.30  11.50
015.0-025.0   2   1.35  20.55
025.0-035.0   3   1.15  19.00
035.0-045.0   1    N/A  22.00
045.0-055.0   3   3.55  18.60
055.0-065.0   5   3.39  18.26
065.0-075.0   1    N/A  23.90
075.0-085.0   3   3.83  19.30
085.0-095.0   4   6.62  22.72
095.0-105.0  11   2.70  16.75
105.0-115.0   4   1.06  16.10
115.0-125.0   6   3.94  16.33
125.0-135.0   3   2.79  16.47
135.0-145.0   2   0.70  17.10
145.0-155.0   5   3.12  18.56
155.0-165.0   1    N/A  16.80
165.0-175.0   6   1.68  13.13
175.0-185.0   6   1.96  13.12
185.0-195.0   2   0.35  10.55
195.0-205.0   2   0.65   9.95
205.0-215.0   3   1.45   9.30
215.0-225.0   1    N/A   7.80
225.0-235.0   3   1.14   7.83
235.0-245.0   4   1.77  10.68
245.0-255.0   1    N/A   7.30
255.0-265.0   3   3.77  11.10
265.0-275.0   4   1.73  12.57
275.0-285.0   4   2.24  12.60
285.0-295.0  10   2.45  12.33
295.0-305.0   5   4.35  16.32
305.0-315.0   6   3.31  19.37
315.0-325.0   2   1.00  14.80
325.0-335.0   4   0.36  11.75
335.0-345.0   2   0.15  11.25
345.0-355.0   6   0.99  11.47
