355.0-005.0   2   2.50  11.20
005.0-015.0   3   3.00  12.87
015.0-025.0   3   3.28  14.20
025.0-035.0   9   3.76  21.49
035.0-045.0   4   1.85  21.40
045.0-055.0   6   1.95  21.83
055.0-065.0   3   4.00  22.93
065.0-075.0   6   3.30  21.43
075.0-085.0   3   5.77  19.77
085.0-095.0   6   5.57  20.95
095.0-105.0   2   2.70  18.00
105.0-115.0   7   2.61  16.46
115.0-125.0   4   2.83  13.25
125.0-135.0   3   1.76  15.23
135.0-145.0   1    N/A  12.00
145.0-155.0   2   2.95  16.85
155.0-165.0   2   0.75  11.35
165.0-175.0   2   3.75  19.85
175.0-185.0   2   1.25  16.95
185.0-195.0   2   0.25  11.85
195.0-205.0   4   1.76  10.30
205.0-215.0   7   1.23  10.96
215.0-225.0   5   1.03  10.50
225.0-235.0   6   0.57   8.02
235.0-245.0   4   2.46   8.18
245.0-255.0   3   1.85  12.07
255.0-265.0   5   5.00  13.30
265.0-275.0   5   2.68  13.84
275.0-285.0   4   1.25  13.00
285.0-295.0   5   0.82  15.56
295.0-305.0   6   2.76  15.05
305.0-315.0   3   1.31  15.03
315.0-325.0   1    N/A  10.10
325.0-335.0   2   0.20  12.80
335.0-345.0   2   1.45   9.85
345.0-355.0   2   0.35  11.85
