355.0-005.0   3   2.31  12.47
005.0-015.0   4   1.30  13.18
015.0-025.0   5   2.01  15.48
025.0-035.0   5   5.45  15.34
035.0-045.0   5   3.88  21.14
045.0-055.0   2   4.45  18.85
055.0-065.0   7   4.67  21.14
065.0-075.0   8   5.02  19.11
075.0-085.0   5   1.83  16.56
085.0-095.0   3   1.96  20.83
095.0-105.0   2   5.00  13.10
105.0-115.0   1    N/A  21.10
115.0-125.0   4   4.26  18.78
125.0-135.0   2   2.10  22.30
135.0-145.0   3   7.50  20.33
145.0-155.0   3   2.41  19.53
155.0-165.0   2   2.70  14.10
165.0-175.0   4   5.16  17.20
175.0-185.0   3   4.00  14.93
185.0-195.0   4   1.92  12.40
195.0-205.0   5   1.15  10.64
205.0-215.0   4   2.61   8.07
215.0-225.0   5   1.61   9.36
225.0-235.0   3   1.00   7.60
235.0-245.0   4   1.63   7.18
245.0-255.0   8   2.40   8.66
255.0-265.0   6   1.57  14.68
265.0-275.0   4   2.47  16.12
275.0-285.0   3   2.59  11.20
285.0-295.0   1    N/A  13.50
295.0-305.0   4   3.25  16.68
305.0-315.0   1    N/A  22.90
315.0-325.0   4   3.99  13.18
325.0-335.0   2   0.55  10.65
335.0-345.0   3   0.58  11.53
345.0-355.0   4   1.81  12.53
