355.0-005.0   6   1.83  12.10
005.0-015.0   7   1.97  16.10
015.0-025.0   8   3.82  17.66
025.0-035.0   2   1.15  21.05
035.0-045.0   5   4.77  19.06
045.0-055.0   2   3.45  19.95
055.0-065.0   5   3.98  21.20
065.0-075.0   1    N/A  21.90
075.0-085.0   4   4.91  17.43
085.0-095.0   1    N/A  21.20
095.0-105.0   3   2.70  19.87
105.0-115.0   4   1.21  15.30
115.0-125.0   7   2.54  14.70
125.0-135.0   3   1.69  15.50
135.0-145.0   4   2.84  13.90
145.0-155.0   3   1.23  14.93
155.0-165.0   1    N/A  17.20
165.0-175.0   2   1.30  16.50
175.0-185.0   6   1.70  12.40
185.0-195.0   6   1.33  11.22
195.0-205.0   8   1.82   9.71
205.0-215.0   3   2.45   9.20
215.0-225.0   4   0.95   6.28
225.0-235.0   3   0.74   7.63
235.0-245.0   4   1.55  10.62
245.0-255.0   2   4.20  12.30
255.0-265.0   3   3.15  12.27
265.0-275.0   1    N/A   7.50
275.0-285.0   3   2.15  12.33
285.0-295.0   1    N/A  18.80
295.0-305.0   9   2.02  16.28
305.0-315.0   4   1.57  16.52
315.0-325.0   5   2.09  12.28
325.0-335.0   3   1.02  11.73
335.0-345.0   1    N/A  14.00
345.0-355.0   2   2.15  10.95
