355.0-005.0   3   2.58  11.47
005.0-015.0   4   2.45  14.28
015.0-025.0   6   2.95  17.68
025.0-035.0   3   4.48  17.97
035.0-045.0   2   0.15  17.45
045.0-055.0   2   3.35  18.45
055.0-065.0   4   3.28  18.40
065.0-075.0   3   3.76  22.07
075.0-085.0   4   4.40  22.00
085.0-095.0  10   3.61  17.18
095.0-105.0   5   2.64  15.24
105.0-115.0   5   2.44  17.34
115.0-125.0   3   0.82  16.23
125.0-135.0   2   2.75  16.75
135.0-145.0   2   1.95  15.55
145.0-155.0   4   2.55  17.00
155.0-165.0   1    N/A  13.20
165.0-175.0   4   2.79  19.58
175.0-185.0   3   0.96  11.47
185.0-195.0   4   1.04  12.20
195.0-205.0   5   2.11  10.60
205.0-215.0   3   1.15   8.53
215.0-225.0   2   0.00   9.80
225.0-235.0   2   1.10   8.10
235.0-245.0   5   1.86   8.84
245.0-255.0   2   1.80  13.00
255.0-265.0   4   4.18  12.85
265.0-275.0   6   1.58  12.28
275.0-285.0   8   1.54  11.97
285.0-295.0   5   2.69  12.82
295.0-305.0   5   1.73  18.68
305.0-315.0   2   4.20  17.50
315.0-325.0   2   0.00  14.00
325.0-335.0   3   1.93   9.93
335.0-345.0   2   0.25  10.05
345.0-355.0   4   1.59  12.90
