355.0-005.0   4   2.99  14.18
005.0-015.0   5   2.67  13.42
015.0-025.0   5   2.29  16.18
025.0-035.0   4   3.71  15.62
035.0-045.0   7   2.97  22.43
045.0-055.0   5   4.90  21.46
055.0-065.0   7   3.82  20.03
065.0-075.0   7   1.73  18.40
075.0-085.0   2   3.65  12.25
085.0-095.0   1    N/A  16.00
095.0-105.0   1    N/A  20.90
105.0-115.0   2   1.20  17.40
115.0-125.0   1    N/A  19.90
125.0-135.0   3   0.73  25.33
135.0-145.0   3   2.62  22.47
145.0-155.0   3   3.01  15.87
155.0-165.0   4   4.00  15.50
165.0-175.0   3   0.69  15.47
175.0-185.0   4   2.99  14.27
185.0-195.0   5   2.26  10.30
195.0-205.0   5   1.84  11.10
205.0-215.0   4   0.88   8.45
215.0-225.0   5   1.36   8.48
225.0-235.0   4   1.51   7.08
235.0-245.0   8   1.81   6.21
245.0-255.0   5   2.90   8.36
255.0-265.0   4   3.11  13.53
265.0-275.0   2   3.60  10.40
275.0-285.0   2   1.15  13.35
285.0-295.0   2   0.95  14.15
295.0-305.0   1    N/A  20.90
305.0-315.0   1    N/A  23.20
315.0-325.0   3   2.82  17.03
325.0-335.0   5   1.78  11.50
335.0-345.0   3   1.47   9.90
345.0-355.0   4   2.16  12.12
