355.0-005.0   9   1.39  13.28
005.0-015.0   5   6.86  19.04
015.0-025.0   2   2.50  22.50
025.0-035.0   3   0.05  21.33
035.0-045.0   3   3.38  18.47
045.0-055.0   1    N/A  24.30
055.0-065.0   2   2.35  32.05
065.0-075.0   2   4.30  23.80
075.0-085.0   1    N/A  24.60
085.0-095.0   1    N/A  24.00
095.0-105.0   2   0.70  24.70
105.0-115.0   5   1.84  17.76
115.0-125.0   8   2.60  16.89
125.0-135.0   5   6.57  15.36
135.0-145.0   7   3.43  18.91
145.0-155.0   1    N/A  21.80
155.0-165.0   6   2.62  24.47
165.0-175.0   5   4.03  21.76
175.0-185.0   9   2.51  16.79
185.0-195.0   3   2.49  12.30
195.0-205.0   4   2.02  11.68
205.0-215.0   2   2.20   9.80
215.0-225.0   4   1.40   8.65
225.0-235.0   1    N/A   7.90
235.0-245.0   2   0.10  11.40
245.0-255.0   1    N/A  12.70
255.0-265.0   1    N/A  10.60
265.0-275.0   2   4.20  15.50
275.0-285.0   1    N/A  18.30
285.0-295.0   2   1.45  15.35
295.0-305.0   8   2.82  19.35
305.0-315.0   7   2.57  18.64
315.0-325.0   9   4.70  15.54
325.0-335.0   1    N/A  13.70
335.0-345.0   6   0.93  13.95
345.0-355.0   5   2.18  13.92
