355.0-005.0   4   2.08  12.88
005.0-015.0   3   0.63  15.07
015.0-025.0   3   3.25  14.07
025.0-035.0   3   3.10  17.60
035.0-045.0   6   2.83  19.53
045.0-055.0   3   7.85  22.20
055.0-065.0   7   3.92  18.84
065.0-075.0   6   2.75  18.92
075.0-085.0   4   1.72  18.85
085.0-095.0   4   2.72  16.10
095.0-105.0   2   5.55  13.65
105.0-115.0   3   2.55  16.17
115.0-125.0   4   3.99  18.10
125.0-135.0   3   2.41  24.47
135.0-145.0   2   0.20  18.50
145.0-155.0   5   2.14  17.76
155.0-165.0   3   6.12  18.97
165.0-175.0   3   2.42  19.30
175.0-185.0   3   1.28  14.60
185.0-195.0   4   3.04  15.10
195.0-205.0   3   1.37  11.33
205.0-215.0   2   2.60  10.20
215.0-225.0   6   3.89   9.77
225.0-235.0   3   2.79   9.13
235.0-245.0   7   1.76   9.11
245.0-255.0   5   2.20   9.66
255.0-265.0   6   1.41  13.68
265.0-275.0   3   2.75  13.63
275.0-285.0   3   3.64  12.50
285.0-295.0   2   1.45  13.85
295.0-305.0   4   4.01  16.85
305.0-315.0   2   1.40  24.40
315.0-325.0   4   1.59  16.55
325.0-335.0   3   1.02  10.20
335.0-345.0   5   2.92  10.70
345.0-355.0   3   1.84  11.63
