355.0-005.0   4   1.68  12.00
005.0-015.0   1    N/A  16.50
015.0-025.0   2   4.80  15.10
025.0-035.0   3   1.87  19.57
035.0-045.0   1    N/A  17.00
045.0-055.0   2   3.65  20.85
055.0-065.0   5   3.35  17.08
065.0-075.0   3   5.03  18.90
075.0-085.0   5   3.06  23.10
085.0-095.0   9   2.37  17.79
095.0-105.0   7   1.52  15.60
105.0-115.0   6   3.70  15.93
115.0-125.0   5   1.86  15.54
125.0-135.0   3   2.64  18.37
135.0-145.0   3   1.06  20.30
145.0-155.0   4   1.14  18.18
155.0-165.0   4   2.06  18.00
165.0-175.0   1    N/A  18.70
175.0-185.0   4   1.22  11.32
185.0-195.0   1    N/A  10.30
195.0-205.0   2   0.80   8.30
205.0-215.0   1    N/A  12.00
215.0-225.0   3   0.43   7.10
225.0-235.0   2   1.50   7.50
235.0-245.0   3   0.88  10.57
245.0-255.0   4   3.35   9.88
255.0-265.0   4   4.13  14.17
265.0-275.0   5   1.49  13.92
275.0-285.0   9   2.14  12.02
285.0-295.0   7   2.19  11.66
295.0-305.0   8   2.72  17.90
305.0-315.0   2   2.90  17.40
315.0-325.0   4   1.90  15.88
325.0-335.0   4   0.67  13.65
335.0-345.0   3   2.07  12.63
345.0-355.0   2   1.20  13.40
