355.0-005.0   4   2.12  11.28
005.0-015.0   2   0.45  12.45
015.0-025.0   4   2.36  15.38
025.0-035.0   8   3.32  16.30
035.0-045.0   1    N/A  23.60
045.0-055.0   5   2.49  19.64
055.0-065.0   4   6.15  21.67
065.0-075.0   3   2.02  18.33
075.0-085.0   3   1.03  24.67
085.0-095.0   9   4.20  17.80
095.0-105.0   6   2.47  15.45
105.0-115.0   3   2.63  18.77
115.0-125.0   5   2.83  15.36
125.0-135.0   3   0.50  14.67
135.0-145.0   1    N/A  17.30
145.0-155.0   1    N/A  13.30
155.0-165.0   4   4.04  17.50
165.0-175.0   2   1.45  14.45
175.0-185.0   4   2.29  12.15
185.0-195.0   2   2.25  12.55
195.0-205.0   4   2.39  11.60
205.0-215.0   8   2.44   9.70
215.0-225.0   1    N/A   7.10
225.0-235.0   4   0.80   7.35
235.0-245.0   3   2.02   8.83
245.0-255.0   4   1.83   9.75
255.0-265.0   3   2.69  15.57
265.0-275.0   7   2.22  12.70
275.0-285.0   8   1.70  12.78
285.0-295.0   3   0.57  13.50
295.0-305.0   4   3.29  17.75
305.0-315.0   4   3.30  18.02
315.0-325.0   1    N/A  13.70
325.0-335.0   2   0.40  10.80
335.0-345.0   4   2.84  10.95
345.0-355.0   2   0.90  10.30
