355.0-005.0   9   1.22   7.68
005.0-015.0   5   4.20  11.40
015.0-025.0   2   1.20  13.30
025.0-035.0   3   1.18  12.80
035.0-045.0   3   1.61  11.70
045.0-055.0   1    N/A  14.40
055.0-065.0   2   1.20  22.40
065.0-075.0   2   3.55  16.05
075.0-085.0   1    N/A  12.20
085.0-095.0   1    N/A  16.30
095.0-105.0   2   1.15  14.65
105.0-115.0   5   1.68   9.00
115.0-125.0   8   2.09   9.79
125.0-135.0   4   1.47  11.57
135.0-145.0   7   2.75  11.04
145.0-155.0   1    N/A  13.40
155.0-165.0   6   1.39  15.63
165.0-175.0   5   3.38  12.70
175.0-185.0   9   1.78   9.30
185.0-195.0   3   1.94   6.23
195.0-205.0   4   2.98   8.15
205.0-215.0   2   0.75   6.75
215.0-225.0   4   1.16   5.85
225.0-235.0   1    N/A   7.00
235.0-245.0   2   0.55  10.35
245.0-255.0   1    N/A   9.90
255.0-265.0   1    N/A  10.10
265.0-275.0   2   4.20   9.60
275.0-285.0   1    N/A  11.90
285.0-295.0   2   0.70  11.10
295.0-305.0   8   1.57  11.04
305.0-315.0   7   2.14  11.19
315.0-325.0   8   2.09  10.01
325.0-335.0   1    N/A   9.70
335.0-345.0   6   1.17   7.63
345.0-355.0   5   1.67   8.48
