355.0-005.0   7   2.13   9.00
005.0-015.0   5   1.49  10.78
015.0-025.0   3   0.98  10.60
025.0-035.0   2   0.55  10.05
035.0-045.0   5   2.37  12.58
045.0-055.0   1    N/A  18.90
055.0-065.0   4   2.80  12.85
065.0-075.0   3   0.49  13.50
075.0-085.0   3   0.22  12.90
085.0-095.0   3   1.40  14.87
095.0-105.0   9   2.15  10.92
105.0-115.0   6   1.20  10.52
115.0-125.0   3   1.59  12.37
125.0-135.0   3   1.23   9.50
135.0-145.0   2   2.95   9.45
145.0-155.0   3   1.85  14.80
155.0-165.0   3   0.66  14.17
165.0-175.0   3   0.61  12.37
175.0-185.0   6   3.12   9.13
185.0-195.0   4   1.20   8.10
195.0-205.0   4   1.73   6.58
205.0-215.0   2   1.55   6.75
215.0-225.0   5   1.01   3.82
225.0-235.0   1    N/A   4.50
235.0-245.0   3   1.41   5.83
245.0-255.0   3   0.82  12.43
255.0-265.0   3   4.90   7.27
265.0-275.0   3   0.22  10.80
275.0-285.0   4   1.24   9.68
285.0-295.0  10   2.47   8.14
295.0-305.0   5   2.39  11.72
305.0-315.0   3   1.28  11.60
315.0-325.0   1    N/A  11.30
325.0-335.0   4   2.31   8.48
335.0-345.0   2   0.85   8.75
345.0-355.0   3   0.93  10.50
