355.0-005.0 194   1.66   7.63
005.0-015.0 202   1.61   8.67
015.0-025.0 218   1.75  10.05
025.0-035.0 264   2.33  10.42
035.0-045.0 260   2.04  12.98
045.0-055.0 284   2.27  13.92
055.0-065.0 366   2.30  14.32
065.0-075.0 362   2.11  14.05
075.0-085.0 352   2.54  12.72
085.0-095.0 392   2.54  11.80
095.0-105.0 324   2.12  12.07
105.0-115.0 276   1.85  11.71
115.0-125.0 268   2.41  11.17
125.0-135.0 172   1.75  12.08
135.0-145.0 194   1.81  11.54
145.0-155.0 168   2.10  11.49
155.0-165.0 164   2.29  10.59
165.0-175.0 160   2.02   9.75
175.0-185.0 178   1.50   8.96
185.0-195.0 186   1.47   7.46
195.0-205.0 214   1.52   6.62
205.0-215.0 234   1.54   6.13
215.0-225.0 240   1.45   5.40
225.0-235.0 246   1.29   5.16
235.0-245.0 314   1.69   5.75
245.0-255.0 336   2.51   7.95
255.0-265.0 352   2.71  10.49
265.0-275.0 426   2.31   9.89
275.0-285.0 310   1.79   8.30
285.0-295.0 332   1.72   8.46
295.0-305.0 296   2.07  10.52
305.0-315.0 208   1.82  11.23
315.0-325.0 204   1.62   9.49
325.0-335.0 186   1.50   7.26
335.0-345.0 172   1.53   7.33
345.0-355.0 166   1.54   7.59
