355.0-005.0 170   2.07   5.52
005.0-015.0 144   2.08   5.44
015.0-025.0 184   2.25   5.13
025.0-035.0 210   2.22   5.27
035.0-045.0 186   2.09   4.62
045.0-055.0 196   1.87   4.43
055.0-065.0 270   2.07   4.37
065.0-075.0 272   2.14   4.44
075.0-085.0 290   2.28   4.32
085.0-095.0 340   2.31   4.33
095.0-105.0 274   2.45   5.89
105.0-115.0 258   2.26   6.20
115.0-125.0 246   2.29   6.44
125.0-135.0 166   2.32   8.63
135.0-145.0 182   2.21   7.99
145.0-155.0 146   1.97   7.86
155.0-165.0 140   1.82   6.42
165.0-175.0 136   2.13   5.92
175.0-185.0 156   2.05   5.29
185.0-195.0 136   2.41   5.07
195.0-205.0 172   2.32   5.87
205.0-215.0 194   2.30   5.42
215.0-225.0 172   2.30   5.51
225.0-235.0 178   2.05   5.43
235.0-245.0 236   2.81   7.59
245.0-255.0 236   3.19  10.00
255.0-265.0 284   3.43  12.02
265.0-275.0 360   3.92  12.60
275.0-285.0 262   2.89  10.33
285.0-295.0 288   3.13  10.46
295.0-305.0 280   2.82  12.71
305.0-315.0 192   2.55  13.10
315.0-325.0 198   2.35   9.60
325.0-335.0 160   2.21   7.39
335.0-345.0 146   2.12   6.10
345.0-355.0 144   1.68   5.97
