355.0-005.0 168   2.22   6.28
005.0-015.0 164   2.27   5.71
015.0-025.0 170   2.41   5.62
025.0-035.0 192   2.14   5.28
035.0-045.0 170   2.18   4.53
045.0-055.0 184   2.24   4.08
055.0-065.0 242   2.39   4.82
065.0-075.0 196   2.60   5.25
075.0-085.0 228   2.51   5.12
085.0-095.0 270   2.61   4.73
095.0-105.0 234   3.12   5.35
105.0-115.0 236   3.06   5.96
115.0-125.0 216   2.47   6.12
125.0-135.0 156   2.55   6.81
135.0-145.0 162   2.99   6.46
145.0-155.0 154   2.42   7.72
155.0-165.0 148   2.82  10.12
165.0-175.0 142   2.38  10.69
175.0-185.0 156   2.47  10.66
185.0-195.0 152   2.60   9.71
195.0-205.0 168   2.41   6.76
205.0-215.0 180   2.39   7.33
215.0-225.0 150   2.22   6.21
225.0-235.0 162   2.18   6.52
235.0-245.0 202   2.43   6.10
245.0-255.0 202   2.50   6.70
255.0-265.0 202   2.66   6.31
265.0-275.0 280   2.92   6.00
275.0-285.0 234   2.85   6.90
285.0-295.0 252   2.85   6.62
295.0-305.0 260   2.42   7.99
305.0-315.0 170   2.47   8.59
315.0-325.0 172   3.34   9.28
325.0-335.0 172   2.72   8.20
335.0-345.0 152   2.67   8.00
345.0-355.0 150   2.07   6.87
