355.0-005.0 192   2.04  10.41
005.0-015.0 202   2.36  14.93
015.0-025.0 208   2.36  17.20
025.0-035.0 242   2.80  19.11
035.0-045.0 216   2.38  19.37
045.0-055.0 232   2.71  19.88
055.0-065.0 298   2.79  19.28
065.0-075.0 304   2.36  17.63
075.0-085.0 314   2.69  16.50
085.0-095.0 346   2.56  14.24
095.0-105.0 304   1.96  12.37
105.0-115.0 278   2.07  11.09
115.0-125.0 272   1.99  10.08
125.0-135.0 170   1.49  10.41
135.0-145.0 196   1.96  10.09
145.0-155.0 166   1.86  10.36
155.0-165.0 166   1.86   8.96
165.0-175.0 160   2.00   8.44
175.0-185.0 176   1.80   6.83
185.0-195.0 186   1.84   5.68
195.0-205.0 206   1.68   4.76
205.0-215.0 220   1.50   4.28
215.0-225.0 206   1.34   3.09
225.0-235.0 196   1.22   2.79
235.0-245.0 274   1.30   2.29
245.0-255.0 272   1.10   2.00
255.0-265.0 302   1.25   2.62
265.0-275.0 376   1.23   2.56
275.0-285.0 280   1.20   2.78
285.0-295.0 316   1.47   3.17
295.0-305.0 296   2.01   5.72
305.0-315.0 214   1.45   7.38
315.0-325.0 202   1.72   6.62
325.0-335.0 184   1.87   7.13
335.0-345.0 172   1.96   7.27
345.0-355.0 168   1.90   9.07
