355.0-005.0   2   0.35   6.45
005.0-015.0   3   2.39   9.87
015.0-025.0   2   2.10   7.60
025.0-035.0   2   0.80   7.80
035.0-045.0   2   1.50   2.70
045.0-055.0   1    N/A   9.60
055.0-065.0   2   0.50   3.50
065.0-075.0   2   4.55   5.75
075.0-085.0   3   2.79   7.83
085.0-095.0   4   1.39   5.90
095.0-105.0   8   3.63   7.75
105.0-115.0   6   2.11   7.77
115.0-125.0   7   3.03   7.93
125.0-135.0   2   0.65  12.25
135.0-145.0   5   0.89  12.72
145.0-155.0   2   0.50  12.60
155.0-165.0   7   1.50   9.53
165.0-175.0   5   1.78   7.72
175.0-185.0   1    N/A   6.80
185.0-195.0   4   2.18   5.57
195.0-205.0   2   1.70   6.10
205.0-215.0   1    N/A   1.70
215.0-225.0   3   1.23   8.60
225.0-235.0   1    N/A   2.80
235.0-245.0   1    N/A   7.10
245.0-255.0   2   0.35  10.65
255.0-265.0   3   2.38  11.43
265.0-275.0   2   2.85  14.85
275.0-285.0   5   2.68  10.32
285.0-295.0  10   1.85  14.12
295.0-305.0   6   3.00  13.18
305.0-315.0   5   2.91  17.80
315.0-325.0   3   1.58  13.07
325.0-335.0   3   2.86   8.37
335.0-345.0   8   2.31   7.61
345.0-355.0   5   2.49   8.30
