355.0-005.0 192   1.42   8.30
005.0-015.0 204   1.96  10.97
015.0-025.0 212   1.63  12.07
025.0-035.0 260   2.27  13.57
035.0-045.0 260   1.97  14.77
045.0-055.0 276   1.89  14.92
055.0-065.0 362   2.19  14.59
065.0-075.0 364   1.85  12.90
075.0-085.0 356   2.16  11.85
085.0-095.0 396   1.97  10.43
095.0-105.0 326   1.86   9.15
105.0-115.0 292   1.66   8.63
115.0-125.0 272   1.49   8.20
125.0-135.0 176   1.64   8.63
135.0-145.0 196   1.56   8.56
145.0-155.0 168   1.46   8.74
155.0-165.0 166   1.74   8.11
165.0-175.0 162   1.77   7.56
175.0-185.0 176   1.83   6.66
185.0-195.0 188   1.73   5.23
195.0-205.0 210   1.37   4.19
205.0-215.0 228   1.10   3.99
215.0-225.0 238   1.17   3.09
225.0-235.0 246   1.26   2.98
235.0-245.0 306   1.25   3.09
245.0-255.0 336   1.67   4.07
255.0-265.0 356   1.93   5.94
265.0-275.0 430   1.59   6.34
275.0-285.0 312   1.62   6.02
285.0-295.0 338   1.67   5.81
295.0-305.0 306   1.76   8.33
305.0-315.0 216   1.38   9.46
315.0-325.0 208   1.48   7.42
325.0-335.0 184   1.51   7.09
335.0-345.0 172   1.58   7.31
345.0-355.0 170   1.32   7.56
